id,name,Food Group,Images,Calories,Fat (g),Protein (g),Carbohydrate (g),Sugars (g),Fiber (g),Cholesterol (mg),Saturated Fats (g),Calcium (mg),"Iron, Fe (mg)","Potassium, K (mg)",Magnesium (mg),"Vitamin A, IU (IU)",Serving Weight 1 (g),Serving Description 1 (g),Column1
787848,Seven-Layer Salad Lettuce Salad Made With A Combination Of Onion Celery Green Pepper Peas Mayonnaise Cheese Eggs And/or Bacon,Vegetables,https://www.nobiggie.net/wp-content/uploads/2022/04/Seven-Layer-Salad-500x375.jpg,227,20.71,4.75,5.6,3.28,1.3,47,4.359,59,0.55,130,11,NULL,119,1 cup,
787849,Greek Salad No Dressing,Vegetables,https://cfdefaultstorage.blob.core.windows.net/cfimages/data/greek_salad_top_large_04.jpg,42,2.16,2.61,3.77,1.53,1.7,7,0.935,66,1.07,216,15,NULL,105,1 cup,
787850,Spinach Salad No Dressing,Vegetables,https://i0.wp.com/ifoodreal.com/wp-content/uploads/2021/11/healthy-spinach-salad-recipe-14.jpg?fit=1250%2C893&ssl=1,81,4.91,7.02,2.97,0.54,1.6,86,1.549,83,2.27,462,61,NULL,74,1 cup,
787851,Cobb Salad No Dressing,Vegetables,https://popmenucloud.com/cdn-cgi/image/width%3D1200%2Cheight%3D1200%2Cfit%3Dscale-down%2Cformat%3Dauto%2Cquality%3D60/jgkcxnyq/684fb9cb-51db-447f-9359-1d1be4f27f38.jpg,92,4.34,11.36,2.48,1.08,1.2,61,1.045,26,0.54,279,18,NULL,105,1 cup,
787663,Sweet Potato Casserole Or Mashed,Vegetables,https://www.allrecipes.com/thmb/y2LUL3KI906mxcgj_GTAhqzU7kE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/ALR-recipe-13478-sweet-potato-casserole-ii-hero-04-VAT-4x3-49aaf773eaf34dbeb9be808ad74d41eb.jpg,92,2.13,1.68,17.06,7.61,1.9,7,1.393,42,0.57,205,16,NULL,250,1 cup,
787669,Sweet Potato Fries From Fresh Fried,Vegetables,https://www.dinneratthezoo.com/wp-content/uploads/2019/07/sweet-potato-fries-5-480x270.jpg,193,13.13,1.74,17.95,5.62,2.9,0,1.823,33,0.62,412,23,NULL,50,"1 fry, any cut",
787670,Sweet Potato Fries From Fresh Baked,Vegetables,https://www.dinneratthezoo.com/wp-content/uploads/2019/07/sweet-potato-fries-5-480x270.jpg,162,9.19,1.82,18.76,5.87,3,0,1.286,35,0.64,430,24,NULL,50,"1 fry, any cut",
787679,Sweet Potato Yellow Puerto Rican Cooked,Vegetables,https://www.budgetbytes.com/wp-content/uploads/2022/11/Puerto-Rican-Beans-and-Rice-bowl.jpg,76,0.14,1.36,17.61,5.7,2.5,0,0.031,27,0.72,229,18,NULL,140,1 cup,
787656,Sweet Potato Boiled Made With Oil,Vegetables,https://assets.epicurious.com/photos/5976607d58694170ada965b9/1:1/w_2560%2Cc_limit/charred-sweet-potatoes-with-honey-and-olive-oil.jpg,114,4.88,1.3,16.81,5.45,2.4,0,0.678,26,0.69,218,17,NULL,80,1 small,
787657,Sweet Potato Boiled Made With Butter,Vegetables,"https://assets.bonappetit.com/photos/5c5ddf35e81bbf522a9579aa/4:3/w_3331,h_2498,c_limit/Sweet-Potatoes-with-Tahini-Butter.jpg",106,3.98,1.34,16.82,5.45,2.4,10,2.466,27,0.68,219,17,NULL,80,1 small,
787658,Sweet Potato Boiled Made With Margarine,Vegetables,"https://assets.bonappetit.com/photos/5c5ddf35e81bbf522a9579aa/4:3/w_3331,h_2498,c_limit/Sweet-Potatoes-with-Tahini-Butter.jpg",97,2.97,1.31,16.85,5.45,2.4,0,0.603,27,0.68,220,17,NULL,80,1 small,
787659,Sweet Potato Candied,Vegetables,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQRwc4j1AK_rGPY30E-b68UdCy8QcDLDwNnyg&s,178,3.17,0.99,37.55,28.97,1.8,2,0.9,20,0.53,165,13,NULL,45,1 piece,
787564,Carrots Canned Low Sodium Made With Oil,Vegetables,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT3-0ulzYJEmVFilNQBUdZHfz-maRccavLk2g&s,59,2.96,0.88,7.97,3.66,2.7,0,0.411,46,0.78,235,13,NULL,151,"1 cup, nfs",
787565,Carrots Canned Low Sodium Made With Butter,Vegetables,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT3-0ulzYJEmVFilNQBUdZHfz-maRccavLk2g&s,55,2.53,0.9,7.97,3.66,2.7,6,1.504,47,0.77,236,13,NULL,151,"1 cup, nfs",
787566,Carrots Canned Low Sodium Made With Margarine,Vegetables,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT3-0ulzYJEmVFilNQBUdZHfz-maRccavLk2g&s,50,1.93,0.88,7.99,3.66,2.7,0,0.384,47,0.77,236,13,NULL,151,"1 cup, nfs",
787512,Broccoli Chinese Cooked From Frozen Made With Oil,Vegetables,https://smartinthekitchen.com/wp-content/uploads/2018/05/Veggie-stir-fry.jpg,64,5.53,1.07,3.58,0.79,2.4,0,0.768,94,0.54,246,17,NULL,88,1 cup,
787513,Broccoli Chinese Cooked From Frozen Made With Butter,Vegetables,https://smartinthekitchen.com/wp-content/uploads/2018/05/Veggie-stir-fry.jpg,57,4.77,1.11,3.58,0.79,2.3,11,2.695,95,0.53,246,17,NULL,88,1 cup,
787514,Broccoli Chinese Cooked From Frozen Made With Margarine,Vegetables,https://smartinthekitchen.com/wp-content/uploads/2018/05/Veggie-stir-fry.jpg,48,3.72,1.08,3.62,0.79,2.3,0,0.718,95,0.53,247,17,NULL,88,1 cup,
787478,Broccoli Cooked From Fresh Made With Oil,Vegetables,https://www.onceuponachef.com/images/2022/04/roasted-broccoli.jpg,59,3.21,2.3,6.93,1.34,3.2,0,0.461,39,0.65,283,20,NULL,10,1 piece,
787479,Broccoli Cooked From Fresh Made With Butter,Vegetables,https://www.onceuponachef.com/images/2022/04/roasted-broccoli.jpg,55,2.77,2.32,6.93,1.34,3.2,6,1.578,39,0.65,283,20,NULL,10,1 piece,
787480,Broccoli Cooked From Fresh Made With Margarine,Vegetables,https://www.onceuponachef.com/images/2022/04/roasted-broccoli.jpg,49,2.16,2.3,6.95,1.34,3.2,0,0.433,39,0.65,283,20,NULL,10,1 piece,
787385,Spinach Cooked From Fresh Made With Oil,Vegetables,https://i.ytimg.com/vi/RmaVRTrSO1M/maxresdefault.jpg,44,2.7,2.88,3.64,0.42,2.3,0,0.377,132,3.47,452,84,NULL,180,1 cup,
787386,Spinach Cooked From Fresh Made With Butter,Vegetables,https://i.ytimg.com/vi/RmaVRTrSO1M/maxresdefault.jpg,41,2.32,2.9,3.64,0.42,2.3,5,1.35,133,3.46,452,84,NULL,180,"1 cup, fresh",
787387,Spinach Cooked From Fresh Made With Margarine,Vegetables,https://i.ytimg.com/vi/RmaVRTrSO1M/maxresdefault.jpg,36,1.79,2.88,3.66,0.42,2.3,0,0.352,132,3.46,452,84,NULL,180,"1 cup, fresh",
787369,Poke Greens Cooked Made With Oil,Vegetables,https://i.ytimg.com/vi/RmaVRTrSO1M/maxresdefault.jpg,43,3.05,2.22,3,1.55,1.5,0,0.453,51,1.17,178,14,NULL,160,1 cup,
787370,Poke Greens Cooked Made With Butter,Vegetables,https://i.ytimg.com/vi/RmaVRTrSO1M/maxresdefault.jpg,39,2.63,2.25,3,1.55,1.4,6,1.512,52,1.16,179,14,NULL,160,1 cup,
787371,Poke Greens Cooked Made With Margarine,Vegetables,https://i.ytimg.com/vi/RmaVRTrSO1M/maxresdefault.jpg,34,2.06,2.23,3.02,1.55,1.4,0,0.427,52,1.16,179,14,NULL,160,1 cup,
787276,Escarole Cooked Made With Oil,Vegetables,"https://cdn.apartmenttherapy.info/image/upload/f_jpg,q_auto:eco,c_fill,g_auto,w_1500,ar_16:9/k%2FEdit%2F09-2022-escarole%2Fescarole-4",47,3.4,1.1,2.95,0.22,2.7,0,0.482,44,0.7,235,12,NULL,135,1 cup,
787277,Escarole Cooked Made With Butter,Vegetables,"https://cdn.apartmenttherapy.info/image/upload/f_jpg,q_auto:eco,c_fill,g_auto,w_1500,ar_16:9/k%2FEdit%2F09-2022-escarole%2Fescarole-4",42,2.9,1.13,2.95,0.22,2.7,7,1.766,45,0.69,236,13,NULL,135,1 cup,
787278,Escarole Cooked Made With Margarine,Vegetables,"https://cdn.apartmenttherapy.info/image/upload/f_jpg,q_auto:eco,c_fill,g_auto,w_1500,ar_16:9/k%2FEdit%2F09-2022-escarole%2Fescarole-4",36,2.2,1.11,2.97,0.22,2.7,0,0.45,45,0.69,236,13,NULL,135,1 cup,
787279,Escarole Creamed,Vegetables,https://www.laurainthekitchen.com/500x300thumbnails/creamed-spinach.jpg,80,5.2,2.44,5.99,2.22,1.5,3,1.392,81,0.53,202,13,NULL,200,1 cup,
787180,Cassava Cooked Made With Oil,Vegetables,https://static01.nyt.com/images/2023/02/09/multimedia/yk-baked-cassava-fries-tmpz/yk-baked-cassava-fries-tmpz-superJumbo.jpg,183,3.39,1.32,37.04,1.65,1.8,0,0.498,15,0.26,237,19,NULL,20,1 piece,
787181,Cassava Cooked Made With Butter,Vegetables,https://s1.stabroeknews.com/images/2023/08/butcasva6.jpg,178,2.8,1.35,37.04,1.66,1.8,7,1.672,16,0.25,238,19,NULL,20,1 piece,
787182,Cassava Cooked Made With Margarine,Vegetables,https://s1.stabroeknews.com/images/2023/08/butcasva6.jpg,172,2.13,1.33,37.06,1.65,1.8,0,0.448,16,0.25,238,19,NULL,20,1 piece,
787183,Yuca Fries,Vegetables,https://www.allrecipes.com/thmb/UuJ01TJX2_mNB_EvKwcqFA73tb0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/RM-165419-yuca-french-fries-ddmfs-3x4-13216-f18d5839f8074c829fffc23a6bf28ed9.jpg,267,13.94,1.24,34.72,1.55,1.6,0,1.939,15,0.27,247,19,NULL,140,1 cup,
